age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class
43,2,345789,9,13,2,9,5,4,0,15024,0,50,38,1
29,2,166320,9,13,2,9,0,4,1,0,0,50,38,1
56,4,206149,5,4,4,7,4,2,0,0,0,58,38,0
51,2,194908,11,9,2,0,5,4,0,0,0,40,38,0
30,2,399088,9,13,0,9,4,4,0,0,0,50,38,0
67,2,191380,9,13,2,3,0,4,1,0,0,40,38,1
57,2,173580,15,10,6,6,4,4,0,0,0,40,38,0
22,2,243842,6,5,4,2,3,4,1,0,0,40,38,0
64,2,103021,5,4,2,2,0,4,1,0,0,40,38,0
21,2,196742,15,10,2,0,5,4,0,0,0,28,38,0
38,2,249039,7,12,2,12,0,4,1,3103,0,40,38,1
43,5,139734,9,13,2,3,0,4,1,15024,0,40,38,1
46,0,125892,12,14,2,3,2,4,1,15024,0,40,38,1
25,5,117833,15,10,2,3,5,4,0,0,0,19,38,0
61,2,142988,15,10,2,3,0,4,1,15024,0,45,38,1
44,2,379919,7,12,2,4,0,4,1,0,0,60,38,1
34,1,220066,12,14,4,9,1,4,0,0,0,50,38,0
40,3,266047,9,13,4,3,1,4,1,0,0,65,38,1
23,2,254025,15,10,4,3,3,4,1,0,0,45,38,0
35,2,63921,4,3,2,5,0,4,1,0,0,40,25,0
33,2,177331,8,11,2,2,0,2,1,0,0,40,38,0
22,2,270436,11,9,4,7,3,4,1,0,0,40,38,0
20,2,190457,11,9,4,7,3,4,0,0,0,30,38,0
52,2,204584,9,13,3,3,1,4,0,0,0,42,38,0
19,5,73009,15,10,4,0,3,4,1,0,0,15,38,0
19,2,85690,11,9,4,6,4,4,1,0,0,30,38,0
29,3,156815,11,9,2,7,0,4,1,0,0,40,38,0
46,2,375606,10,16,4,9,1,4,1,0,0,40,38,1
54,2,202115,11,9,2,6,5,4,0,0,0,40,38,1
49,2,50567,15,10,0,0,1,4,0,0,0,32,38,0
45,1,374450,11,9,2,13,5,4,0,5178,0,40,38,1
45,1,61885,12,14,2,9,0,4,1,0,0,37,38,1
52,1,35092,10,16,2,3,0,4,1,0,0,40,38,1
46,2,224559,11,9,2,13,0,2,1,0,0,40,38,1
39,2,126675,12,14,2,11,0,4,1,0,0,50,38,1
26,2,337940,4,3,4,13,1,4,1,0,0,40,25,0
45,2,301802,9,13,2,13,0,4,1,0,0,50,38,1
59,2,24384,11,9,6,8,1,4,0,0,0,40,38,0
45,2,262802,9,13,0,3,4,4,0,0,0,40,38,0
31,2,252210,4,3,4,7,3,4,1,0,0,40,25,0
49,2,182752,15,10,2,0,5,4,0,0,0,40,38,1
34,1,169708,9,13,2,9,5,4,0,0,0,40,38,1
48,2,195104,11,9,2,11,0,4,1,0,0,60,38,0
32,1,205931,11,9,4,0,1,2,0,0,0,37,38,0
77,3,29702,11,9,2,7,0,4,1,0,0,35,38,1
45,1,213620,9,13,0,9,1,4,0,0,0,50,38,1
34,3,209538,9,13,2,11,0,4,1,0,0,50,38,1
63,3,110890,12,14,0,9,1,4,1,0,0,70,38,1
18,2,426836,4,3,4,5,2,4,1,0,0,40,25,0
37,1,125550,9,13,2,9,5,4,0,7688,0,40,38,1
40,2,131899,15,10,0,3,1,4,1,0,0,40,38,0
40,2,144067,8,11,2,2,0,4,1,0,0,40,38,0
50,1,153064,11,9,2,3,0,4,1,5178,0,40,38,1
45,1,324550,12,14,2,9,0,4,1,7688,0,40,38,1
24,2,107882,11,9,4,11,1,4,0,0,0,40,38,0
32,2,261319,15,10,2,2,0,4,1,0,0,50,38,1
34,2,123429,15,10,2,0,0,4,1,0,0,60,38,0
58,4,100606,11,9,2,11,0,4,1,0,0,50,38,0
30,2,107793,15,10,2,13,0,4,1,0,0,56,38,1
41,2,425444,9,13,2,9,5,4,0,15024,0,50,38,1
46,2,203067,14,15,2,9,0,4,1,0,0,40,38,1
29,2,158096,9,13,4,6,1,4,1,0,0,40,38,0
55,2,401473,12,14,6,3,1,4,0,0,0,40,38,1
46,0,212120,8,11,2,0,0,4,1,0,0,40,38,1
50,2,155574,11,9,2,9,0,4,1,0,0,40,38,1
22,2,54825,11,9,4,11,1,4,1,0,0,40,38,0
24,2,378546,1,7,4,5,3,4,1,0,0,39,38,0
45,2,155478,15,10,0,12,4,4,0,0,0,40,38,0
24,0,203182,9,13,4,3,1,4,0,2174,0,40,38,0
48,1,218357,11,9,5,13,4,4,0,0,0,25,38,0
30,2,348592,11,9,5,7,1,4,1,0,0,40,38,0
70,3,247383,15,10,2,3,0,4,1,0,0,40,38,1
22,2,131230,9,13,4,11,3,4,1,0,0,40,38,0
39,2,401832,15,10,2,3,0,4,1,0,0,48,38,0
56,4,177368,15,10,2,10,0,4,1,0,0,50,38,1
47,1,216586,1,7,0,7,1,2,1,0,0,40,38,0
57,2,191318,12,14,2,9,0,4,1,0,0,40,38,1
35,2,166606,15,10,2,3,0,4,1,0,0,40,38,0
48,2,155664,9,13,2,0,0,4,1,0,0,35,38,1
55,4,185195,9,13,2,3,0,4,1,0,0,40,38,1
28,2,208725,14,15,2,9,0,4,1,0,0,50,38,1
54,2,37237,9,13,2,9,0,4,1,0,0,40,38,1
36,2,102729,11,9,2,5,0,4,1,0,0,45,38,1
49,2,132476,10,16,0,12,4,4,1,7430,0,40,38,1
25,2,101812,8,11,2,11,0,4,1,0,0,41,38,0
57,2,148315,11,9,2,11,0,4,1,0,0,30,38,0
40,2,43711,11,9,4,6,1,4,1,0,0,45,38,0
32,2,237478,1,7,0,6,4,4,0,0,0,40,38,0
30,2,149184,9,13,2,3,0,4,1,0,0,45,38,1
36,2,167482,11,9,4,0,3,4,1,0,0,65,38,0
34,3,186824,14,15,2,9,0,4,1,15024,0,40,38,1
50,2,145333,10,16,0,9,2,4,1,10520,0,50,38,1
51,5,128260,9,13,2,9,0,2,1,0,0,40,38,1
43,2,253759,11,9,0,0,4,2,0,0,0,45,38,0
36,5,183735,12,14,2,9,0,4,1,0,0,40,38,1
50,2,175029,8,11,2,9,0,4,1,0,0,40,38,1
56,1,204021,11,9,2,2,0,4,1,0,0,40,38,1
46,4,236852,9,13,2,11,0,4,1,0,0,45,38,1
57,3,37394,9,13,2,9,0,4,1,0,0,50,38,1
50,2,400630,14,15,2,9,0,4,1,0,0,36,38,1
57,2,142076,11,9,2,6,0,4,1,4386,0,40,38,1
24,2,122166,15,10,4,0,3,4,0,0,0,40,19,0
61,2,93997,9,13,0,11,4,4,1,0,0,40,38,0
17,2,151141,2,8,4,11,3,4,1,0,0,20,38,0
55,2,198145,9,13,2,9,0,4,1,7298,0,40,38,1
20,2,194247,11,9,4,3,1,4,1,0,0,25,38,0
45,2,105431,11,9,0,4,4,2,0,0,0,39,38,0
48,2,176810,11,9,2,7,0,4,1,0,0,40,38,0
50,2,88926,11,9,2,0,5,4,0,5178,0,40,38,1
27,2,200928,15,10,4,11,3,4,1,0,0,22,38,0
29,2,334221,15,10,4,7,1,4,0,0,0,18,38,0
46,4,28281,9,13,2,4,0,4,1,0,0,40,38,1
44,2,103759,9,13,2,12,0,4,1,0,0,40,38,1
40,2,77247,2,8,2,2,0,4,1,0,0,50,38,1
43,2,339814,15,10,2,9,0,4,1,5178,0,40,38,1
29,2,176037,8,11,0,12,1,2,1,14344,0,40,38,1
29,4,151476,8,11,4,0,1,4,0,2174,0,40,38,0
47,2,280798,15,10,2,3,0,4,1,0,0,40,38,1
21,2,155066,15,10,4,2,3,4,1,0,0,40,38,0
25,2,109419,11,9,4,0,3,4,0,0,0,40,38,0
27,1,118235,15,10,2,9,0,3,1,0,0,40,38,0
32,2,131425,9,13,2,6,0,4,1,0,0,50,38,0
39,2,144169,11,9,2,11,0,4,1,0,0,50,38,1
32,2,111883,7,12,2,9,0,4,1,0,0,40,38,0
34,2,265706,12,14,4,11,4,4,1,0,0,60,38,1
45,2,78507,8,11,2,2,0,4,1,0,0,40,38,1
48,3,369522,9,13,2,3,5,4,0,0,0,25,38,1
59,2,453067,15,10,2,9,0,4,1,0,0,36,38,1
51,2,143822,11,9,2,11,0,4,1,0,0,50,38,1
41,2,306405,15,10,2,12,5,4,0,0,0,40,38,0
25,2,201579,6,5,4,2,1,4,1,0,0,40,25,0
35,2,207819,9,13,2,3,0,4,1,15024,0,50,38,1
27,2,267989,15,10,2,6,0,4,1,0,0,40,38,0
26,2,64289,11,9,4,4,3,4,1,0,0,40,38,0
49,1,95256,9,13,2,10,0,4,1,0,0,42,38,1
57,2,175942,15,10,2,3,0,4,1,0,0,50,38,1
18,2,25837,1,7,4,9,3,4,1,0,0,15,38,0
45,2,114032,14,15,2,9,0,4,1,0,0,60,38,1
60,0,55621,7,12,2,7,0,2,1,0,0,40,38,0
19,2,169758,15,10,4,11,3,4,1,0,0,35,38,0
56,4,125147,0,6,2,13,0,4,1,0,0,60,38,0
46,1,192323,15,10,2,10,0,4,1,0,0,38,38,1
32,2,154120,11,9,2,13,0,4,1,7298,0,40,38,1
42,2,197522,15,10,5,6,4,2,0,0,0,40,38,0
58,3,182062,10,16,2,9,0,4,1,0,0,24,38,1
56,2,157749,15,10,2,4,0,4,1,0,0,60,38,1
24,2,403671,15,10,4,6,1,4,1,0,0,40,38,0
30,1,83066,11,9,2,7,0,2,1,0,0,40,38,0
32,2,210562,11,9,2,6,0,4,1,0,0,40,38,0
45,0,169711,7,12,2,10,0,4,1,15024,0,72,38,1
69,1,179813,0,6,2,13,0,4,1,0,0,10,38,0
28,2,181916,15,10,5,6,1,4,1,0,0,40,38,0
71,2,78277,11,9,2,2,0,4,1,0,0,15,38,0
29,2,53271,9,13,2,3,0,4,1,0,0,40,38,1
45,2,243743,9,13,2,3,0,4,1,0,0,60,38,1
34,2,347166,10,16,4,9,1,4,1,0,0,50,38,1
28,2,163320,11,9,4,13,3,4,1,0,0,40,38,0
35,2,187711,11,9,2,2,0,4,1,0,0,40,38,0
25,2,242700,15,10,4,13,1,4,1,10520,0,50,38,1
59,1,196013,9,13,2,9,0,4,1,0,0,40,38,1
29,2,350162,9,13,2,3,5,4,1,0,0,40,38,1
43,5,129298,12,14,2,3,0,4,1,0,0,40,38,1
44,3,95150,15,10,2,3,0,4,1,0,0,50,38,1
45,2,182313,9,13,2,3,0,4,1,7688,0,50,38,1
38,2,107302,15,10,2,11,0,4,1,0,0,60,38,1
44,2,68748,15,10,2,11,0,4,1,0,0,48,38,0
27,2,62737,8,11,2,12,0,4,1,0,0,40,38,0
24,5,43475,9,13,4,9,1,4,1,0,0,40,38,0
20,2,175800,15,10,4,0,1,4,0,0,0,25,38,0
49,3,125892,12,14,2,3,0,4,1,0,0,50,38,1
37,2,38948,11,9,2,13,0,4,1,0,0,50,38,0
38,2,425502,6,5,2,2,0,4,1,0,0,40,38,1
28,2,411950,11,9,0,0,1,4,1,0,0,40,38,0
53,5,197184,12,14,2,3,0,4,1,0,0,70,38,1
42,2,318255,11,9,0,0,4,4,0,0,0,40,38,0
32,2,49593,11,9,4,0,1,2,0,0,0,40,38,0
28,3,215423,11,9,4,3,1,4,0,0,0,70,38,0
33,0,428271,11,9,0,0,4,2,0,0,0,35,38,0
49,1,197371,8,11,2,2,0,2,1,0,0,40,38,1
36,4,105021,15,10,2,3,0,4,1,0,0,55,38,1
68,3,182131,15,10,2,3,0,4,1,10605,0,20,38,1
57,2,222247,2,8,2,13,0,4,1,0,0,40,38,1
31,1,400535,11,9,2,2,0,4,1,0,0,72,38,0
53,5,50048,10,16,2,9,0,4,1,7688,0,50,38,1
53,5,50048,10,16,2,9,0,4,1,7688,0,50,38,1
17,2,95909,1,7,4,5,3,4,1,0,0,12,38,0
40,2,98211,11,9,2,2,0,4,1,0,0,40,38,1
64,2,104973,11,9,2,0,0,4,1,0,0,45,38,1
31,1,243665,11,9,2,10,0,4,1,0,0,41,38,1
39,3,126675,15,10,2,9,0,4,1,0,0,25,38,0
40,2,99679,12,14,2,11,0,4,1,3103,0,43,38,1
54,2,77336,11,9,2,11,0,4,1,0,0,40,38,0
19,2,73190,15,10,4,5,3,4,1,0,0,20,38,0
23,5,33551,9,13,2,12,0,4,1,0,0,38,38,0
32,2,193565,11,9,2,6,0,4,1,0,0,40,38,0
19,2,199495,11,9,4,2,3,4,1,0,0,40,38,0
19,2,378114,11,9,2,2,0,4,1,0,0,25,38,0
29,2,234447,15,10,0,0,1,2,0,0,0,40,38,0
47,0,409464,11,9,0,2,1,4,1,0,0,40,38,0
49,2,209057,9,13,2,11,0,4,1,0,0,60,38,1
57,2,194161,11,9,2,13,0,4,1,0,0,42,21,1
20,2,131611,15,10,4,0,3,4,1,0,0,48,38,0
53,2,159849,15,10,0,0,1,4,0,0,0,35,38,0
25,1,278404,9,13,4,3,1,4,1,0,0,40,38,0
41,3,149102,9,13,2,3,0,4,1,0,0,35,38,1
44,2,186916,12,14,2,3,0,4,1,0,0,50,38,1
44,2,299197,15,10,4,13,1,4,1,0,0,45,38,0
40,4,194924,15,10,2,4,0,4,1,0,0,60,38,0
36,0,192443,15,10,4,3,1,2,1,13550,0,40,38,1
43,5,139734,9,13,2,3,0,4,1,15024,0,40,38,1
46,2,132912,11,9,2,11,0,4,1,0,0,45,38,1
40,5,229364,12,14,0,9,1,4,0,0,0,45,38,0
36,4,414056,11,9,2,2,0,4,1,0,0,40,38,0
53,2,168723,7,12,2,12,0,4,1,0,0,40,38,1
57,2,222477,15,10,2,9,5,4,0,15024,0,8,38,1
54,4,207841,11,9,0,9,1,4,1,0,0,20,38,0
33,4,33404,11,9,0,2,1,4,1,0,0,65,38,1
56,2,159544,12,14,2,9,0,4,1,0,0,60,38,0
31,5,113129,15,10,4,7,3,4,0,0,0,65,38,0
46,2,243743,9,13,2,9,0,4,1,0,0,40,38,1
42,2,96115,9,13,5,7,1,4,1,0,0,40,38,0
25,2,203561,8,11,2,12,0,4,1,0,0,56,38,1
44,3,311357,14,15,2,9,0,4,1,0,0,50,38,1
59,1,196013,9,13,2,9,0,4,1,0,0,40,38,1
26,2,211435,11,9,4,6,4,4,0,0,0,40,38,0
45,2,102308,12,14,2,3,0,4,1,15024,0,60,38,1
65,2,172815,15,10,2,4,0,4,1,0,0,40,38,0
26,2,187248,11,9,2,9,1,2,1,0,0,40,38,0
29,3,446724,9,13,2,3,0,4,1,0,0,35,38,0
34,3,154120,11,9,4,4,3,4,1,0,0,55,38,0
21,2,502837,11,9,4,6,3,4,0,0,0,40,28,0
50,3,293196,11,9,2,3,0,4,1,7298,0,40,38,1
29,2,130045,5,4,2,7,5,4,0,0,0,40,38,0
37,2,116409,14,15,2,3,0,4,1,0,0,40,38,1
32,2,349365,15,10,2,11,0,2,1,0,0,65,38,0
17,2,194717,1,7,4,9,3,4,0,0,0,15,38,0
29,2,144592,14,15,2,9,0,4,1,0,0,50,38,1
19,2,165505,15,10,4,11,3,4,0,0,0,20,38,0
19,2,131615,11,9,4,6,3,4,1,0,0,40,38,0
44,2,161819,11,9,2,6,0,4,1,0,0,40,38,1
47,4,185673,11,9,2,3,0,4,1,0,0,50,38,1
52,2,335997,9,13,2,12,0,4,1,7688,0,38,38,1
61,2,131117,11,9,6,13,4,4,0,0,0,40,32,0
23,2,291407,15,10,4,11,3,2,1,0,0,25,38,0
42,2,445382,7,12,0,2,1,4,1,0,0,40,38,0
47,4,93208,11,9,2,7,5,4,0,0,0,75,21,0
54,2,186224,12,14,4,9,1,4,1,0,0,40,38,1
27,2,190391,15,10,2,3,0,4,1,0,0,40,38,0
51,2,102904,11,9,0,11,4,4,0,0,0,43,38,0
20,2,152189,11,9,4,2,3,4,1,0,0,40,38,0
22,2,355686,15,10,4,0,1,4,0,0,0,40,38,0
62,2,78273,15,10,4,6,1,2,0,0,0,40,38,0
23,2,235071,15,10,4,3,3,4,1,0,0,50,38,0
23,0,350680,7,12,4,3,3,4,0,0,0,40,30,0
37,4,82540,6,5,2,13,0,4,1,0,0,70,38,1
42,2,185413,9,13,2,3,0,4,1,0,0,40,38,0
20,2,196745,15,10,4,7,3,4,0,0,0,16,38,0
40,0,121012,9,13,2,0,0,4,1,7298,0,48,38,1
35,2,107302,9,13,2,11,0,4,1,0,0,40,38,1
34,2,180284,15,10,2,5,0,4,1,0,0,50,38,0
42,2,116632,10,16,2,9,0,4,1,0,0,45,38,1
55,4,111625,11,9,2,2,0,4,1,0,0,60,38,0
47,2,95155,9,13,2,3,0,4,1,0,0,43,38,1
55,4,185195,9,13,2,3,0,4,1,0,0,40,38,1
31,2,323055,11,9,2,13,0,4,1,0,0,50,38,1
33,2,227026,9,13,4,2,4,4,0,0,0,40,26,0
29,2,212588,11,9,2,2,0,4,1,0,0,40,38,0
34,2,418020,10,16,2,9,0,4,1,0,0,50,38,1
23,2,308498,0,6,4,2,3,4,1,0,0,18,38,0
40,2,99679,12,14,2,11,0,4,1,3103,0,43,38,1
41,2,32878,9,13,2,9,0,4,1,0,0,45,38,1
44,5,165108,12,14,2,9,0,4,1,0,0,40,38,1
37,3,329980,9,13,2,11,0,4,1,15024,0,50,38,1
33,2,196266,11,9,2,2,0,4,1,0,0,40,38,1
24,2,180931,9,13,2,11,0,2,1,0,0,30,38,0
20,2,221661,11,9,2,0,5,4,0,0,0,40,25,0
28,2,198493,7,12,4,2,1,4,1,0,0,40,38,0
46,2,178829,12,14,3,3,1,4,1,0,0,70,38,1
30,2,137076,11,9,2,13,0,4,1,0,0,40,38,1
34,2,331126,11,9,4,7,4,2,1,0,0,30,38,0
28,2,275116,0,6,2,13,0,4,1,0,0,40,38,0
32,2,151053,15,10,4,2,4,4,1,0,0,40,38,0
71,0,422149,15,10,2,3,0,4,1,20051,0,40,38,1
29,2,189565,11,9,4,3,1,4,1,2174,0,50,38,0
48,2,105838,9,13,2,3,0,4,1,0,0,45,38,1
44,2,96170,5,4,2,13,0,4,1,0,0,20,38,0
34,1,429897,9,13,2,9,0,4,1,0,0,45,25,1
29,2,54932,11,9,2,6,0,4,1,0,0,40,38,0
42,2,344572,11,9,0,3,1,4,0,0,0,40,38,1
37,4,114719,14,15,2,9,0,4,1,15024,0,60,38,1
38,1,421446,9,13,2,3,0,2,1,0,0,50,38,1
32,2,313835,12,14,2,9,0,4,1,0,0,40,38,1
34,2,258170,11,9,0,3,4,4,0,0,0,38,38,0
38,2,65324,14,15,2,9,0,4,1,0,0,40,38,1
58,2,117273,15,10,2,11,0,4,1,0,0,40,38,1
34,4,143078,8,11,4,7,1,4,1,0,0,40,38,0
65,4,78875,15,10,2,3,0,4,1,2290,0,40,38,0
53,0,266598,11,9,2,9,0,4,1,0,0,40,38,1
24,2,255252,11,9,4,2,1,4,1,0,0,40,38,0
37,2,197429,11,9,2,5,0,4,1,0,0,45,38,1
27,2,126060,9,13,4,3,1,4,0,0,0,40,38,0
23,2,336360,5,4,4,2,3,2,1,0,0,40,38,0
39,2,194404,12,14,2,9,0,4,1,7688,0,40,38,1
44,4,163985,14,15,2,9,0,4,1,0,0,32,38,1
50,1,308764,11,9,6,13,4,4,0,0,0,40,38,0
34,2,247328,11,9,4,6,2,4,1,0,0,40,38,0
51,2,196501,9,13,0,3,1,4,1,14084,0,50,38,1
73,1,181902,12,14,2,9,0,4,1,0,0,10,30,1
30,2,399088,15,10,0,0,1,4,0,0,0,45,38,0
43,2,238530,11,9,2,2,0,4,1,0,0,40,38,0
55,5,136819,15,10,2,2,0,4,1,0,0,43,38,1
28,2,306830,7,12,2,5,0,4,1,0,0,40,26,0
39,3,31709,15,10,2,0,5,4,0,0,0,20,38,1
54,2,115284,9,13,0,3,4,4,1,0,0,45,38,1
42,4,29320,14,15,0,9,4,4,1,0,0,60,38,1
40,2,272960,7,12,2,12,0,4,1,0,0,42,38,1
27,4,120126,15,10,2,3,0,4,1,0,0,40,38,0
18,2,109928,11,9,4,0,3,2,0,0,0,40,38,0
44,0,38321,11,9,2,2,0,4,1,0,0,40,38,1
30,0,340899,9,13,4,9,1,4,1,0,0,40,38,0
21,2,176262,15,10,4,3,3,4,0,0,0,30,38,0
47,4,185673,11,9,2,3,0,4,1,0,0,50,38,1
30,2,211840,15,10,5,11,4,2,0,0,0,16,38,0
18,2,155503,1,7,4,7,3,4,1,0,0,20,38,0
61,2,130684,15,10,2,9,0,4,1,0,0,42,38,0
44,2,194924,11,9,2,11,0,4,1,0,0,35,38,1
40,3,266047,9,13,4,3,1,4,1,0,0,65,38,1
34,5,137900,9,13,4,9,1,4,0,0,0,48,38,1
52,1,205767,12,14,2,9,0,2,1,0,0,40,38,1
38,5,168223,15,10,0,0,4,4,0,0,0,40,38,0
58,2,301867,11,9,2,4,0,4,1,0,0,40,38,0
62,1,249078,9,13,0,9,1,2,0,0,0,40,38,0
29,2,112776,11,9,0,3,4,4,0,0,0,45,38,0
37,1,117683,11,9,2,10,0,4,1,0,0,40,38,0
46,2,181363,7,12,2,3,0,4,1,0,0,40,38,1
51,2,59590,11,9,2,0,5,4,0,0,0,20,38,0
29,2,137240,15,10,0,5,1,4,1,0,0,45,38,0
43,3,83348,11,9,2,2,0,4,1,0,0,60,38,0
35,4,134498,15,10,4,3,3,4,1,0,0,45,38,1
76,3,99328,9,13,2,4,0,4,1,6514,0,40,38,1
17,2,101626,6,5,4,6,3,4,1,0,0,20,38,0
74,3,167537,15,10,2,3,0,4,1,0,0,35,38,1
41,2,171546,9,13,2,12,0,4,1,0,0,45,38,1
73,2,26248,5,4,2,11,0,4,1,0,0,30,38,1
48,2,192779,15,10,0,2,1,4,1,0,0,40,38,0
36,2,165799,12,14,2,11,0,4,1,0,0,50,38,1
41,1,120277,9,13,2,9,0,4,1,0,0,35,38,1
58,2,117273,15,10,2,11,0,4,1,0,0,40,38,1
40,2,226585,15,10,2,0,5,4,0,0,0,35,38,1
40,2,146908,10,16,2,9,0,4,1,0,0,60,38,1
23,2,380544,15,10,2,0,0,4,1,0,0,40,38,1
56,1,370045,9,13,2,9,0,4,1,0,0,40,38,1
25,4,176756,11,9,4,4,3,4,1,0,0,35,38,0
51,1,152754,9,13,2,0,0,4,1,0,0,40,38,1
47,1,179048,11,9,4,2,1,4,1,0,0,40,38,0
25,2,208881,9,13,2,9,0,4,1,0,0,60,38,0
61,4,244087,11,9,2,2,0,4,1,0,0,52,38,1
55,2,426263,11,9,2,0,0,4,1,0,0,40,38,0
41,2,231793,11,9,0,7,4,4,0,0,0,40,38,0
29,2,140927,9,13,2,0,0,4,1,0,0,40,38,0
24,2,218215,8,11,4,0,3,4,0,0,0,20,38,0
32,2,106014,15,10,2,11,0,4,1,5178,0,50,38,1
58,4,159021,10,16,2,9,0,4,1,0,0,16,38,1
36,2,187167,7,12,2,11,5,4,0,0,0,40,38,0
65,2,93318,15,10,2,3,5,4,0,0,0,45,38,0
38,2,103323,11,9,2,3,0,4,1,0,0,40,38,0
44,2,267717,12,14,2,2,0,4,1,15024,0,45,38,1
42,2,123838,9,13,2,11,0,4,1,0,0,60,38,1
18,2,337046,0,6,4,7,3,4,1,0,0,40,38,0
55,2,314592,11,9,2,2,0,4,1,0,0,40,38,1
48,2,41504,11,9,2,13,0,4,1,0,0,40,38,1
44,2,214546,15,10,2,13,0,4,1,0,0,48,38,1
53,2,380086,11,9,2,3,0,4,1,7688,0,48,38,1
59,2,98361,15,10,2,2,0,4,1,0,0,40,38,1
50,2,196232,11,9,2,3,0,4,1,7688,0,50,38,1
61,2,289950,9,13,2,9,0,4,1,0,0,44,38,1
30,0,314310,9,13,2,9,0,4,1,0,0,40,38,1
22,2,250647,15,10,4,0,3,4,1,0,0,12,38,0
40,2,234397,9,13,2,10,0,2,1,0,0,40,38,1
28,2,193125,15,10,2,11,5,4,0,0,0,40,38,1
41,2,101593,12,14,2,3,0,4,1,0,0,50,38,1
65,2,243569,15,10,6,7,4,4,0,0,0,24,38,0
37,2,130200,11,9,2,3,0,4,1,0,0,70,38,1
45,4,54098,8,11,2,4,0,4,1,0,0,50,38,1
74,3,167537,15,10,2,3,0,4,1,0,0,35,38,1
59,2,31137,11,9,2,2,0,4,1,0,0,40,38,1
55,2,238638,11,9,2,11,0,4,1,4386,0,40,38,1
37,5,270278,11,9,0,0,4,4,0,0,0,12,32,0
27,2,70034,15,10,4,7,1,4,1,0,0,40,38,0
57,4,103529,12,14,2,12,0,4,1,0,0,38,38,1
27,2,182843,11,9,0,7,4,4,1,0,0,40,38,0
26,2,235520,9,13,2,0,0,4,1,0,0,40,38,1
40,2,106501,11,9,2,13,0,4,1,2829,0,50,38,0
28,2,331381,9,13,4,0,1,4,1,0,0,40,38,0
54,1,204325,15,10,2,10,0,4,1,0,0,52,38,0
60,2,135158,15,10,2,2,0,4,1,15024,0,48,38,1
59,1,53304,9,13,2,9,0,4,1,0,0,50,38,1
30,4,278522,1,7,4,4,3,2,1,0,0,40,38,0
41,2,101739,7,12,2,3,5,4,0,0,0,50,38,1
53,2,150726,15,10,0,0,1,4,0,0,0,40,38,0
23,2,32616,9,13,4,0,3,4,0,0,0,20,38,0
47,3,337825,15,10,2,11,0,4,1,0,0,45,38,1
33,2,392812,9,13,2,3,0,4,1,0,0,45,38,1
49,5,247378,15,10,0,9,1,4,0,0,0,20,38,0
55,2,322691,12,14,6,3,3,4,1,0,0,62,38,1
30,2,207937,14,15,0,9,1,4,1,10520,0,50,38,1
45,2,186272,11,9,2,5,0,2,1,7298,0,40,38,1
34,3,196385,11,9,2,3,0,4,1,0,0,50,38,0
38,2,248886,11,9,2,0,0,4,1,0,0,42,38,0
51,2,74660,0,6,2,2,0,4,1,0,0,40,38,1
43,2,193490,5,4,2,2,0,4,1,0,0,45,38,0
18,2,155021,1,7,4,7,3,4,0,0,0,6,38,0
40,2,309990,11,9,5,0,1,4,0,8614,0,60,38,1
17,2,32763,0,6,4,7,3,4,1,0,0,15,38,0
29,2,34383,8,11,2,13,0,4,1,0,0,55,38,0
60,2,140516,15,10,6,3,1,4,0,0,0,40,38,0
44,2,29115,15,10,4,7,1,4,0,0,0,40,38,0
46,2,132919,11,9,2,0,5,4,0,0,0,12,38,1
41,2,32878,9,13,2,9,0,4,1,0,0,45,38,1
22,2,185582,15,10,4,11,1,4,1,0,0,25,38,1
26,2,191803,9,13,4,11,1,4,1,0,0,40,38,0
40,2,180206,7,12,2,3,0,4,1,0,0,40,38,1
42,2,179533,11,9,2,2,0,4,1,0,0,40,38,1
29,4,183151,11,9,2,13,0,4,1,0,0,48,38,0
47,3,193960,15,10,2,11,0,4,1,7298,0,45,38,1
31,1,164243,11,9,2,10,0,4,1,0,0,55,38,1
44,3,120277,8,11,2,11,0,4,1,0,0,45,38,1
64,2,169482,15,10,3,3,4,4,0,0,0,40,38,0
50,2,231495,11,9,2,7,0,4,1,0,0,40,38,0
53,1,260106,14,15,0,9,1,4,0,0,0,50,38,0
30,5,343789,15,10,2,0,0,4,1,0,0,40,38,1
49,2,31339,11,9,2,2,0,4,1,0,0,40,38,0
37,2,326886,11,9,2,13,0,4,1,0,0,40,38,0
32,2,188557,11,9,4,6,1,4,1,0,0,40,38,0
41,2,198196,12,14,2,3,0,4,1,0,0,45,38,1
48,2,210369,11,9,4,2,3,4,1,0,0,40,38,0
45,2,115187,8,11,0,6,3,4,0,0,0,40,38,0
17,2,110916,1,7,4,11,3,4,0,0,0,10,38,0
26,1,30793,9,13,2,9,5,4,0,0,0,55,38,1
45,2,329144,15,10,2,11,0,4,1,0,0,40,38,1
47,2,189498,11,9,2,12,0,4,1,0,0,65,38,1
65,1,143570,15,10,4,9,1,2,0,0,0,40,38,0
45,2,241350,11,9,4,13,1,4,1,0,0,40,38,0
49,2,107009,11,9,0,7,1,4,1,0,0,40,31,0
32,2,236861,11,9,2,6,0,4,1,0,0,42,38,0
28,2,394927,15,10,2,12,0,4,1,0,0,40,38,1
17,2,184198,1,7,4,11,3,4,0,0,0,13,38,0
